symbol,HGCN,uniprot,length,start,end,hmm.acc,hmm.name,type
1235,ABHD10,Q9NUJ1,306,76,197,PF00561,Abhydrolase_1,Domain
13658,ABHD11,Q8NFV4,315,69,310,PF12697,Abhydrolase_6,Domain
13453,ABHD12,Q8N2K0,398,165,297,PF12146,Hydrolase_4,Family
1042,ABHD12B,Q7Z5M8,362,137,280,PF12146,Hydrolase_4,Family
32234,ABHD13,Q7L211,337,111,250,PF12146,Hydrolase_4,Family
38682,ABHD14A,Q9BUJ0,271,97,210,PF12697,Abhydrolase_6,Domain
42997,ABHD14B,Q96IU4,210,35,140,PF12697,Abhydrolase_6,Domain
13302,ABHD15,Q6UXT9,468,184,385,PF12146,Hydrolase_4,Family
44235,ABHD16A,O95870,558,280,415,PF00561,Abhydrolase_1,Domain
23352,ABHD16B,Q9H3Z7,469,172,360,PF00561,Abhydrolase_1,Domain
32492,ABHD17A,Q96GS6,310,108,229,PF12146,Hydrolase_4,Family
38317,ABHD17B,Q5VST6,288,88,209,PF12146,Hydrolase_4,Family
26774,ABHD17C,Q6PCB6,329,129,249,PF12146,Hydrolase_4,Family
12179,ABHD18,Q0P651,414,16,414,PF09752,DUF2048,Family
13304,ABHD2,P08910,425,126,383,PF00561,Abhydrolase_1,Domain
1044,ABHD3,Q8WU67,409,140,382,PF00561,Abhydrolase_1,Domain
38680,ABHD4,Q8TB40,342,69,327,PF00561,Abhydrolase_1,Domain
44808,ABHD5,Q8WTS1,349,76,334,PF00561,Abhydrolase_1,Domain
1240,ABHD6,Q9BV23,337,72,313,PF00561,Abhydrolase_1,Domain
268,ABHD8,Q96I13,439,176,297,PF00561,Abhydrolase_1,Domain
12378,ABI1,Q8IZP0,508,93,170,PF07815,Abi_HHR,Family
12377,ABI1,Q8IZP0,508,452,497,PF00018,SH3_1,Domain
31677,ABI2,Q9NYB9,513,93,169,PF07815,Abi_HHR,Family
31676,ABI2,Q9NYB9,513,457,502,PF00018,SH3_1,Domain
23017,ABI3,Q9P2A4,366,93,169,PF07815,Abi_HHR,Family
23016,ABI3,Q9P2A4,366,315,363,PF14604,SH3_9,Domain
6077,ABI3BP,Q7Z7G0,1075,839,923,PF00041,fn3,Domain
38683,ABITRAM,Q9NX38,181,106,173,PF01597,GCV_H,Domain
273,ABL1,P00519,1130,67,113,PF00018,SH3_1,Domain
272,ABL1,P00519,1130,127,202,PF00017,SH2,Domain
270,ABL1,P00519,1130,242,493,PF07714,PK_Tyr_Ser-Thr,Domain
271,ABL1,P00519,1130,1025,1130,PF08919,F_actin_bind,Domain
31209,ABL2,P42684,1182,113,159,PF00018,SH3_1,Domain
31210,ABL2,P42684,1182,173,248,PF00017,SH2,Domain
31207,ABL2,P42684,1182,288,539,PF07714,PK_Tyr_Ser-Thr,Domain
31208,ABL2,P42684,1182,1082,1182,PF08919,F_actin_bind,Domain
11771,ABLIM1,O14639,778,99,154,PF00412,LIM,Domain
11774,ABLIM1,O14639,778,158,213,PF00412,LIM,Domain
11775,ABLIM1,O14639,778,226,281,PF00412,LIM,Domain
11776,ABLIM1,O14639,778,285,331,PF00412,LIM,Domain
11773,ABLIM1,O14639,778,349,742,PF16182,AbLIM_anchor,Family
11772,ABLIM1,O14639,778,743,778,PF02209,VHP,Domain
31221,ABLIM2,Q6H8Q1,611,24,79,PF00412,LIM,Domain
31220,ABLIM2,Q6H8Q1,611,83,137,PF00412,LIM,Domain
31224,ABLIM2,Q6H8Q1,611,153,208,PF00412,LIM,Domain
31219,ABLIM2,Q6H8Q1,611,212,266,PF00412,LIM,Domain
31218,ABLIM2,Q6H8Q1,611,276,453,PF16182,AbLIM_anchor,Family
31223,ABLIM2,Q6H8Q1,611,442,575,PF16182,AbLIM_anchor,Family
31222,ABLIM2,Q6H8Q1,611,576,611,PF02209,VHP,Domain
13170,ABLIM3,O94929,683,23,78,PF00412,LIM,Domain
13171,ABLIM3,O94929,683,82,138,PF00412,LIM,Domain
13169,ABLIM3,O94929,683,151,206,PF00412,LIM,Domain
13174,ABLIM3,O94929,683,210,269,PF00412,LIM,Domain
13173,ABLIM3,O94929,683,273,647,PF16182,AbLIM_anchor,Family
13172,ABLIM3,O94929,683,648,683,PF02209,VHP,Domain
1291,ABO,P16442,354,35,353,PF03414,Glyco_transf_6,Family
13445,ABR,Q12979,859,95,282,PF00621,RhoGEF,Domain
13442,ABR,Q12979,859,302,459,PF00169,PH,Domain
13443,ABR,Q12979,859,504,610,PF00168,C2,Domain
13444,ABR,Q12979,859,661,813,PF00620,RhoGAP,Domain
38318,ABRA,Q8N0Z2,381,305,380,PF14705,Costars,Domain
20263,ABRACL,Q9P1F3,81,2,79,PF14705,Costars,Domain
46895,ABRAXAS1,Q6UWZ7,409,NA,NA,NA,NA,NA
47148,ABRAXAS2,Q15018,415,NA,NA,NA,NA,NA
46311,ABT1,Q9ULW3,272,NA,NA,NA,NA,NA
31213,ABTB1,Q969K4,478,2,67,PF12796,Ank_2,Repeat
31211,ABTB1,Q969K4,478,105,212,PF00651,BTB,Domain
31212,ABTB1,Q969K4,478,267,376,PF00651,BTB,Domain
12157,ABTB2,Q8N961,1025,492,598,PF12796,Ank_2,Repeat
12158,ABTB2,Q8N961,1025,522,588,PF13637,Ank_4,Repeat
12159,ABTB2,Q8N961,1025,836,947,PF00651,BTB,Domain
18651,ACAA1,P09110,424,38,291,PF00108,Thiolase_N,Domain
18652,ACAA1,P09110,424,298,421,PF02803,Thiolase_C,Domain
18492,ACAA2,P42765,397,7,266,PF00108,Thiolase_N,Domain
18493,ACAA2,P42765,397,273,395,PF02803,Thiolase_C,Domain
1082,ACACA,Q13085,2346,117,237,PF00289,Biotin_carb_N,Domain
1079,ACACA,Q13085,2346,272,473,PF02786,CPSase_L_D2,Domain
1080,ACACA,Q13085,2346,507,615,PF02785,Biotin_carb_C,Domain
1081,ACACA,Q13085,2346,752,818,PF00364,Biotin_lipoyl,Domain
1083,ACACA,Q13085,2346,819,1569,PF08326,ACC_central,Family
1084,ACACA,Q13085,2346,1669,2223,PF01039,Carboxyl_trans,Family
23513,ACACB,O00763,2458,259,379,PF00289,Biotin_carb_N,Domain
23511,ACACB,O00763,2458,417,616,PF02786,CPSase_L_D2,Domain
23514,ACACB,O00763,2458,650,758,PF02785,Biotin_carb_C,Domain
23512,ACACB,O00763,2458,895,961,PF00364,Biotin_lipoyl,Domain
23516,ACACB,O00763,2458,962,1688,PF08326,ACC_central,Family
23515,ACACB,O00763,2458,1780,2334,PF01039,Carboxyl_trans,Family
31692,ACAD10,Q6JQN1,1059,117,231,PF13419,HAD_2,Family
31695,ACAD10,Q6JQN1,1059,287,530,PF01636,APH,Family
31694,ACAD10,Q6JQN1,1059,660,787,PF02771,Acyl-CoA_dh_N,Domain
31693,ACAD10,Q6JQN1,1059,791,892,PF02770,Acyl-CoA_dh_M,Domain
31691,ACAD10,Q6JQN1,1059,904,1055,PF00441,Acyl-CoA_dh_1,Domain
32902,ACAD11,Q709F0,780,45,288,PF01636,APH,Family
32901,ACAD11,Q709F0,780,376,499,PF02771,Acyl-CoA_dh_N,Domain
32899,ACAD11,Q709F0,780,503,606,PF02770,Acyl-CoA_dh_M,Domain
32900,ACAD11,Q709F0,780,618,769,PF00441,Acyl-CoA_dh_1,Domain
13309,ACAD8,Q9UKU7,415,42,153,PF02771,Acyl-CoA_dh_N,Domain
13311,ACAD8,Q9UKU7,415,157,251,PF02770,Acyl-CoA_dh_M,Domain
13310,ACAD8,Q9UKU7,415,263,413,PF00441,Acyl-CoA_dh_1,Domain
12165,ACAD9,Q9H845,621,65,173,PF02771,Acyl-CoA_dh_N,Domain
12163,ACAD9,Q9H845,621,177,278,PF02770,Acyl-CoA_dh_M,Domain
12164,ACAD9,Q9H845,621,290,441,PF00441,Acyl-CoA_dh_1,Domain
13808,ACADL,P28330,430,54,165,PF02771,Acyl-CoA_dh_N,Domain
13807,ACADL,P28330,430,169,266,PF02770,Acyl-CoA_dh_M,Domain
13809,ACADL,P28330,430,278,427,PF00441,Acyl-CoA_dh_1,Domain
32496,ACADM,P11310,421,42,152,PF02771,Acyl-CoA_dh_N,Domain
32495,ACADM,P11310,421,157,255,PF02770,Acyl-CoA_dh_M,Domain
32494,ACADM,P11310,421,267,416,PF00441,Acyl-CoA_dh_1,Domain
40311,ACADS,P16219,412,35,147,PF02771,Acyl-CoA_dh_N,Domain
40312,ACADS,P16219,412,151,246,PF02770,Acyl-CoA_dh_M,Domain
40310,ACADS,P16219,412,258,407,PF00441,Acyl-CoA_dh_1,Domain
29544,ACADSB,P45954,432,58,170,PF02771,Acyl-CoA_dh_N,Domain
29542,ACADSB,P45954,432,173,268,PF02770,Acyl-CoA_dh_M,Domain
29543,ACADSB,P45954,432,280,428,PF00441,Acyl-CoA_dh_1,Domain
29537,ACADVL,P49748,655,95,209,PF02771,Acyl-CoA_dh_N,Domain
29536,ACADVL,P49748,655,213,315,PF02770,Acyl-CoA_dh_M,Domain
29535,ACADVL,P49748,655,327,476,PF00441,Acyl-CoA_dh_1,Domain
26711,ACAN,P16112,2530,34,151,PF07686,V-set,Domain
26716,ACAN,P16112,2530,153,247,PF00193,Xlink,Domain
26712,ACAN,P16112,2530,254,349,PF00193,Xlink,Domain
26710,ACAN,P16112,2530,478,572,PF00193,Xlink,Domain
26715,ACAN,P16112,2530,579,674,PF00193,Xlink,Domain
26713,ACAN,P16112,2530,2337,2442,PF00059,Lectin_C,Domain
26714,ACAN,P16112,2530,2447,2503,PF00084,Sushi,Domain
31993,ACAP1,Q15027,740,5,238,PF16746,BAR_3,Domain
31992,ACAP1,Q15027,740,266,360,PF00169,PH,Domain
31991,ACAP1,Q15027,740,405,523,PF01412,ArfGap,Domain
29527,ACAP2,Q15057,778,5,238,PF16746,BAR_3,Domain
29530,ACAP2,Q15057,778,267,361,PF00169,PH,Domain
29529,ACAP2,Q15057,778,399,516,PF01412,ArfGap,Domain
29528,ACAP2,Q15057,778,610,704,PF12796,Ank_2,Repeat
37902,ACAP3,Q96P50,834,3,236,PF16746,BAR_3,Domain
37903,ACAP3,Q96P50,834,269,363,PF00169,PH,Domain
37900,ACAP3,Q96P50,834,403,521,PF01412,ArfGap,Domain
37901,ACAP3,Q96P50,834,687,743,PF13857,Ank_5,Repeat
7225,ACAT1,P24752,427,42,299,PF00108,Thiolase_N,Domain
7224,ACAT1,P24752,427,306,426,PF02803,Thiolase_C,Domain
5773,ACAT2,Q9BWD1,397,8,267,PF00108,Thiolase_N,Domain
5772,ACAT2,Q9BWD1,397,274,396,PF02803,Thiolase_C,Domain
43658,ACBD3,Q9H3P7,528,84,170,PF00887,ACBP,Domain
43657,ACBD3,Q9H3P7,528,397,527,PF13897,GOLD_2,Domain
38916,ACBD4,Q8NC06,268,13,97,PF00887,ACBP,Domain
37898,ACBD5,Q5T8D3,534,42,126,PF00887,ACBP,Domain
925,ACBD6,Q9BR61,282,43,123,PF00887,ACBP,Domain
926,ACBD6,Q9BR61,282,162,255,PF12796,Ank_2,Repeat
12493,ACBD7,Q8N6N7,88,4,84,PF00887,ACBP,Domain
39828,ACCS,Q96QU6,501,96,468,PF00155,Aminotran_1_2,Domain
927,ACCSL,Q4AC99,568,169,545,PF00155,Aminotran_1_2,Domain
42240,ACD,Q96AP0,458,11,120,PF10341,TPP1,Family
23359,ACE,P12821,1306,40,623,PF01401,Peptidase_M2,Family
23358,ACE,P12821,1306,643,1221,PF01401,Peptidase_M2,Family
38917,ACE2,Q9BYF1,805,19,606,PF01401,Peptidase_M2,Family
38918,ACE2,Q9BYF1,805,617,770,PF16959,Collectrin,Domain
13802,ACER1,Q8TDN7,264,3,255,PF05875,Ceramidase,Family
13175,ACER2,Q5QJU3,275,6,261,PF05875,Ceramidase,Family
12988,ACER3,Q9NUN7,267,9,263,PF05875,Ceramidase,Family
31683,ACHE,P22303,614,37,563,PF00135,COesterase,Domain
31682,ACHE,P22303,614,578,613,PF08674,AChE_tetra,Domain
13452,ACIN1,Q9UKV3,1341,72,106,PF02037,SAP,Family
13451,ACIN1,Q9UKV3,1341,1129,1247,PF16294,RSB_motif,Motif
47431,ACKR1,Q16570,336,NA,NA,NA,NA,NA
24276,ACKR2,O00590,384,63,312,PF00001,7tm_1,Family
13798,ACKR3,P25106,362,61,315,PF00001,7tm_1,Family
1236,ACKR4,Q9NPB9,350,58,303,PF00001,7tm_1,Family
37440,ACLY,P53396,1101,244,421,PF16114,Citrate_bind,Domain
37438,ACLY,P53396,1101,494,600,PF02629,CoA_binding,Domain
37441,ACLY,P53396,1101,660,785,PF00549,Ligase_CoA,Domain
37439,ACLY,P53396,1101,883,1086,PF00285,Citrate_synt,Domain
33171,ACMSD,Q8TDX5,336,3,330,PF04909,Amidohydro_2,Domain
23014,ACO1,P21399,889,59,564,PF00330,Aconitase,Family
23015,ACO1,P21399,889,692,821,PF00694,Aconitase_C,Domain
19916,ACO2,Q99798,780,67,503,PF00330,Aconitase,Family
19915,ACO2,Q99798,780,582,712,PF00694,Aconitase_C,Domain
39290,ACOD1,A6NK06,481,7,449,PF03972,MmgE_PrpD,Family
42998,ACOT1,Q86TX2,421,16,141,PF04775,Bile_Hydr_Trans,Family
42999,ACOT1,Q86TX2,421,203,412,PF08840,BAAT_C,Domain
43008,ACOT11,Q8WXI4,607,62,135,PF03061,4HBT,Domain
43010,ACOT11,Q8WXI4,607,234,309,PF03061,4HBT,Domain
43009,ACOT11,Q8WXI4,607,384,590,PF01852,START,Domain
13920,ACOT12,Q8WYK0,555,24,100,PF03061,4HBT,Domain
13921,ACOT12,Q8WYK0,555,197,274,PF03061,4HBT,Domain
13922,ACOT12,Q8WYK0,555,349,515,PF01852,START,Domain
13435,ACOT13,Q9NPJ3,140,52,129,PF03061,4HBT,Domain
23521,ACOT2,P49753,483,78,203,PF04775,Bile_Hydr_Trans,Family
23520,ACOT2,P49753,483,265,474,PF08840,BAAT_C,Domain
11369,ACOT4,Q8N9L9,421,16,141,PF04775,Bile_Hydr_Trans,Family
11368,ACOT4,Q8N9L9,421,203,412,PF08840,BAAT_C,Domain
19149,ACOT6,Q3I5F7,207,1,198,PF08840,BAAT_C,Domain
13607,ACOT7,O00154,380,68,151,PF03061,4HBT,Domain
13606,ACOT7,O00154,380,242,317,PF03061,4HBT,Domain
45427,ACOT7L,Q6ZUV0,252,164,235,PF03061,4HBT,Domain
37442,ACOT8,O14734,319,45,308,PF13622,4HBT_3,Domain
45799,ACOT9,Q9Y305,439,NA,NA,NA,NA,NA
23517,ACOX1,Q15067,660,15,133,PF14749,Acyl-CoA_ox_N,Domain
23518,ACOX1,Q15067,660,135,245,PF02770,Acyl-CoA_dh_M,Domain
23519,ACOX1,Q15067,660,479,657,PF01756,ACOX,Family
39826,ACOX2,Q99424,681,32,148,PF14749,Acyl-CoA_ox_N,Domain
39827,ACOX2,Q99424,681,150,260,PF02770,Acyl-CoA_dh_M,Domain
39825,ACOX2,Q99424,681,495,675,PF01756,ACOX,Family
41718,ACOX3,O15254,700,155,266,PF02770,Acyl-CoA_dh_M,Domain
41717,ACOX3,O15254,700,510,693,PF01756,ACOX,Family
42618,ACOXL,Q9NUZ1,547,89,197,PF02770,Acyl-CoA_dh_M,Domain
42619,ACOXL,Q9NUZ1,547,228,390,PF00441,Acyl-CoA_dh_1,Domain
42617,ACOXL,Q9NUZ1,547,431,546,PF01756,ACOX,Family
29149,ACP1,P24666,158,9,154,PF01451,LMWPc,Domain
25324,ACP2,P11117,423,32,330,PF00328,His_Phos_2,Family
7550,ACP3,P15309,386,50,332,PF00328,His_Phos_2,Family
22589,ACP4,Q9BZG2,426,31,321,PF00328,His_Phos_2,Family
20991,ACP5,P13686,325,26,244,PF00149,Metallophos,Domain
29148,ACP6,Q9NPH0,428,49,379,PF00328,His_Phos_2,Family
13800,ACP7,Q6ZNF0,438,32,125,PF16656,Pur_ac_phosph_N,Domain
13801,ACP7,Q6ZNF0,438,134,337,PF00149,Metallophos,Domain
13799,ACP7,Q6ZNF0,438,362,424,PF14008,Metallophos_C,Domain
14167,ACR,P10323,421,43,285,PF00089,Trypsin,Domain
39833,ACRBP,Q8NEB7,543,1,240,PF07222,PBP_sp32,Family
47442,ACRV1,P26436,265,NA,NA,NA,NA,NA
45074,ACSBG1,Q96GR2,724,109,573,PF00501,AMP-binding,Family
1047,ACSBG2,Q5FVE4,666,57,519,PF00501,AMP-binding,Family
1263,ACSF2,Q96CM8,615,78,516,PF00501,AMP-binding,Family
1264,ACSF2,Q96CM8,615,524,599,PF13193,AMP-binding_C,Domain
33937,ACSF3,Q4G176,576,46,480,PF00501,AMP-binding,Family
33936,ACSF3,Q4G176,576,488,563,PF13193,AMP-binding_C,Domain
154,ACSL1,P33121,698,96,563,PF00501,AMP-binding,Family
153,ACSL1,P33121,698,572,643,PF13193,AMP-binding_C,Domain
13588,ACSL3,O95573,720,113,587,PF00501,AMP-binding,Family
20188,ACSL4,O60488,711,103,578,PF00501,AMP-binding,Family
12400,ACSL5,Q9ULC5,683,81,548,PF00501,AMP-binding,Family
13340,ACSL6,Q9UKU0,697,103,563,PF00501,AMP-binding,Family
13339,ACSL6,Q9UKU0,697,572,661,PF13193,AMP-binding_C,Domain
1265,ACSM1,Q08AH1,577,62,475,PF00501,AMP-binding,Family
1266,ACSM1,Q08AH1,577,483,563,PF13193,AMP-binding_C,Domain
37919,ACSM2A,Q08AH3,577,58,469,PF00501,AMP-binding,Family
37918,ACSM2A,Q08AH3,577,477,557,PF13193,AMP-binding_C,Domain
289,ACSM2B,Q68CK6,577,58,469,PF00501,AMP-binding,Family
288,ACSM2B,Q68CK6,577,477,557,PF13193,AMP-binding_C,Domain
13337,ACSM3,Q53FZ2,586,71,484,PF00501,AMP-binding,Family
13338,ACSM3,Q53FZ2,586,492,572,PF13193,AMP-binding_C,Domain
24283,ACSM4,P0C7M7,580,63,478,PF00501,AMP-binding,Family
24284,ACSM4,P0C7M7,580,486,566,PF13193,AMP-binding_C,Domain
37447,ACSM5,Q6NUN0,579,66,478,PF00501,AMP-binding,Family
37446,ACSM5,Q6NUN0,579,486,566,PF13193,AMP-binding_C,Domain
14302,ACSM6,Q6P461,480,68,475,PF00501,AMP-binding,Family
37935,ACSS1,Q9NUB1,689,58,114,PF16177,ACAS_N,Family
37934,ACSS1,Q9NUB1,689,115,556,PF00501,AMP-binding,Family
37933,ACSS1,Q9NUB1,689,564,642,PF13193,AMP-binding_C,Domain
34767,ACSS2,Q9NR19,701,47,107,PF16177,ACAS_N,Family
34766,ACSS2,Q9NR19,701,108,575,PF00501,AMP-binding,Family
34765,ACSS2,Q9NR19,701,583,661,PF13193,AMP-binding_C,Domain
13727,ACSS3,Q9H6R3,686,62,116,PF16177,ACAS_N,Family
13728,ACSS3,Q9H6R3,686,117,562,PF00501,AMP-binding,Family
13729,ACSS3,Q9H6R3,686,570,649,PF13193,AMP-binding_C,Domain
14272,ACTA1,P68133,377,4,377,PF00022,Actin,Family
14280,ACTA2,P62736,377,4,377,PF00022,Actin,Family
13812,ACTB,P60709,375,2,375,PF00022,Actin,Family
19926,ACTBL2,Q562R1,376,3,376,PF00022,Actin,Family
39354,ACTC1,P68032,377,4,377,PF00022,Actin,Family
12000,ACTG1,P63261,375,2,375,PF00022,Actin,Family
24604,ACTG2,P63267,376,3,376,PF00022,Actin,Family
13659,ACTL10,Q5JWF8,245,1,244,PF00022,Actin,Family
43000,ACTL6A,O96019,429,8,429,PF00022,Actin,Family
12385,ACTL6B,O94805,426,8,426,PF00022,Actin,Family
42252,ACTL7A,Q9Y615,435,1,65,PF16840,ACTL7A_N,Domain
42253,ACTL7A,Q9Y615,435,66,435,PF00022,Actin,Family
38684,ACTL7B,Q9Y614,415,46,415,PF00022,Actin,Family
23372,ACTL8,Q9H568,366,2,366,PF00022,Actin,Family
44815,ACTL9,Q8TC94,416,47,416,PF00022,Actin,Family
38348,ACTN1,P12814,892,31,136,PF00307,CH,Domain
38347,ACTN1,P12814,892,144,251,PF00307,CH,Domain
38343,ACTN1,P12814,892,274,384,PF00435,Spectrin,Domain
38344,ACTN1,P12814,892,394,499,PF00435,Spectrin,Domain
38345,ACTN1,P12814,892,509,620,PF00435,Spectrin,Domain
38349,ACTN1,P12814,892,630,733,PF00435,Spectrin,Domain
38346,ACTN1,P12814,892,822,888,PF08726,EFhand_Ca_insen,Domain
32513,ACTN2,P35609,894,38,143,PF00307,CH,Domain
32510,ACTN2,P35609,894,151,258,PF00307,CH,Domain
32511,ACTN2,P35609,894,281,391,PF00435,Spectrin,Domain
32514,ACTN2,P35609,894,401,506,PF00435,Spectrin,Domain
32512,ACTN2,P35609,894,516,627,PF00435,Spectrin,Domain
32508,ACTN2,P35609,894,637,740,PF00435,Spectrin,Domain
32509,ACTN2,P35609,894,824,890,PF08726,EFhand_Ca_insen,Domain
41166,ACTN3,Q08043,901,45,150,PF00307,CH,Domain
41163,ACTN3,Q08043,901,158,265,PF00307,CH,Domain
41168,ACTN3,Q08043,901,288,398,PF00435,Spectrin,Domain
41167,ACTN3,Q08043,901,408,513,PF00435,Spectrin,Domain
41165,ACTN3,Q08043,901,523,634,PF00435,Spectrin,Domain
41164,ACTN3,Q08043,901,644,747,PF00435,Spectrin,Domain
41169,ACTN3,Q08043,901,831,897,PF08726,EFhand_Ca_insen,Domain
23535,ACTN4,O43707,911,50,155,PF00307,CH,Domain
23532,ACTN4,O43707,911,163,270,PF00307,CH,Domain
23533,ACTN4,O43707,911,293,403,PF00435,Spectrin,Domain
23538,ACTN4,O43707,911,413,518,PF00435,Spectrin,Domain
23536,ACTN4,O43707,911,528,639,PF00435,Spectrin,Domain
23537,ACTN4,O43707,911,649,752,PF00435,Spectrin,Domain
23534,ACTN4,O43707,911,841,907,PF08726,EFhand_Ca_insen,Domain
39384,ACTR10,Q9NZ32,417,10,70,PF00022,Actin,Family
39383,ACTR10,Q9NZ32,417,65,389,PF00022,Actin,Family
12181,ACTR1A,P61163,376,7,376,PF00022,Actin,Family
19640,ACTR1B,P42025,376,7,376,PF00022,Actin,Family
19040,ACTR2,P61160,394,3,390,PF00022,Actin,Family
500,ACTR3,P61158,418,2,412,PF00022,Actin,Family
499,ACTR3B,Q9P1U1,418,3,412,PF00022,Actin,Family
41392,ACTR3C,Q9C0K3,210,1,189,PF00022,Actin,Family
24345,ACTR5,Q9H9F9,607,30,570,PF00022,Actin,Family
44244,ACTR6,Q9GZN1,396,1,395,PF00022,Actin,Family
13364,ACTR8,Q9H981,624,43,621,PF00022,Actin,Family
13806,ACTRT1,Q8TDG2,376,6,376,PF00022,Actin,Family
19641,ACTRT2,Q8TDY3,377,6,377,PF00022,Actin,Family
23373,ACTRT3,Q9BYD9,372,4,372,PF00022,Actin,Family
11365,ACVR1,Q04771,509,33,103,PF01064,Activin_recp,Domain
11364,ACVR1,Q04771,509,179,206,PF08515,TGF_beta_GS,Family
11366,ACVR1,Q04771,509,208,495,PF07714,PK_Tyr_Ser-Thr,Domain
23026,ACVR1B,P36896,505,32,105,PF01064,Activin_recp,Domain
23028,ACVR1B,P36896,505,178,205,PF08515,TGF_beta_GS,Family
23027,ACVR1B,P36896,505,207,494,PF00069,Pkinase,Domain
20161,ACVR1C,Q8NER5,493,26,96,PF01064,Activin_recp,Domain
20163,ACVR1C,Q8NER5,493,166,193,PF08515,TGF_beta_GS,Family
20162,ACVR1C,Q8NER5,493,195,482,PF07714,PK_Tyr_Ser-Thr,Domain
43875,ACVR2A,P27037,513,23,114,PF01064,Activin_recp,Domain
43874,ACVR2A,P27037,513,196,481,PF00069,Pkinase,Domain
44828,ACVR2B,Q13705,512,15,113,PF01064,Activin_recp,Domain
44827,ACVR2B,Q13705,512,193,477,PF00069,Pkinase,Domain
45236,ACVRL1,P37023,503,173,200,PF08515,TGF_beta_GS,Family
45235,ACVRL1,P37023,503,202,489,PF07714,PK_Tyr_Ser-Thr,Domain
29799,ACY1,Q03154,408,76,397,PF01546,Peptidase_M20,Family
29798,ACY1,Q03154,408,188,302,PF07687,M20_dimer,Domain
32517,ACY3,Q96HD9,319,10,301,PF04952,AstE_AspA,Domain
29801,ACYP1,P07311,99,10,97,PF00708,Acylphosphatase,Domain
11371,ACYP2,P14621,99,10,97,PF00708,Acylphosphatase,Domain
22001,ADA,P00813,363,8,346,PF00962,A_deaminase,Domain
13710,ADA2,Q9NZK5,511,12,102,PF08451,A_deaminase_N,Family
13709,ADA2,Q9NZK5,511,174,496,PF00962,A_deaminase,Domain
33176,ADAD1,Q96M93,576,97,162,PF00035,dsrm,Domain
33177,ADAD1,Q96M93,576,249,568,PF02137,A_deamin,Family
14163,ADAD2,Q8NCV1,583,116,179,PF00035,dsrm,Domain
14162,ADAD2,Q8NCV1,583,261,576,PF02137,A_deamin,Family
13320,ADAL,Q6DHV7,355,17,344,PF00962,A_deaminase,Domain
12499,ADAM10,O14672,748,27,156,PF01562,Pep_M12B_propep,Family
12501,ADAM10,O14672,748,239,446,PF13574,Reprolysin_2,Domain
12500,ADAM10,O14672,748,466,546,PF00200,Disintegrin,Domain
164,ADAM11,O75078,769,46,189,PF01562,Pep_M12B_propep,Family
166,ADAM11,O75078,769,239,438,PF01421,Reprolysin,Domain
163,ADAM11,O75078,769,453,526,PF00200,Disintegrin,Domain
165,ADAM11,O75078,769,531,647,PF08516,ADAM_CR,Family
167,ADAM11,O75078,769,677,709,PF07974,EGF_2,Domain
23386,ADAM12,O43184,909,42,167,PF01562,Pep_M12B_propep,Family
23385,ADAM12,O43184,909,214,416,PF01421,Reprolysin,Domain
23387,ADAM12,O43184,909,433,505,PF00200,Disintegrin,Domain
23384,ADAM12,O43184,909,510,630,PF08516,ADAM_CR,Family
14290,ADAM15,Q13444,863,29,160,PF01562,Pep_M12B_propep,Family
14292,ADAM15,Q13444,863,213,414,PF01421,Reprolysin,Domain
14289,ADAM15,Q13444,863,430,503,PF00200,Disintegrin,Domain
14291,ADAM15,Q13444,863,508,627,PF08516,ADAM_CR,Family
43579,ADAM17,P78536,824,31,167,PF01562,Pep_M12B_propep,Family
43580,ADAM17,P78536,824,221,451,PF13688,Reprolysin_5,Family
43578,ADAM17,P78536,824,484,558,PF00200,Disintegrin,Domain
43581,ADAM17,P78536,824,581,642,PF16698,ADAM17_MPD,Domain
45095,ADAM18,Q9Y3Q7,739,11,141,PF01562,Pep_M12B_propep,Family
45093,ADAM18,Q9Y3Q7,739,184,381,PF01421,Reprolysin,Domain
45096,ADAM18,Q9Y3Q7,739,399,474,PF00200,Disintegrin,Domain
45094,ADAM18,Q9Y3Q7,739,479,595,PF08516,ADAM_CR,Family
39842,ADAM19,Q9H013,955,34,162,PF01562,Pep_M12B_propep,Family
39843,ADAM19,Q9H013,955,210,408,PF01421,Reprolysin,Domain
39841,ADAM19,Q9H013,955,425,497,PF00200,Disintegrin,Domain
39840,ADAM19,Q9H013,955,502,624,PF08516,ADAM_CR,Family
14156,ADAM2,Q99965,735,14,141,PF01562,Pep_M12B_propep,Family
14159,ADAM2,Q99965,735,178,375,PF01421,Reprolysin,Domain
14158,ADAM2,Q99965,735,393,468,PF00200,Disintegrin,Domain
14157,ADAM2,Q99965,735,473,587,PF08516,ADAM_CR,Family
42270,ADAM20,O43506,726,24,159,PF01562,Pep_M12B_propep,Family
42271,ADAM20,O43506,726,207,399,PF01421,Reprolysin,Domain
42272,ADAM20,O43506,726,416,488,PF00200,Disintegrin,Domain
42269,ADAM20,O43506,726,493,606,PF08516,ADAM_CR,Family
13325,ADAM21,Q9UKJ8,722,34,159,PF01562,Pep_M12B_propep,Family
13322,ADAM21,Q9UKJ8,722,208,398,PF01421,Reprolysin,Domain
13323,ADAM21,Q9UKJ8,722,415,487,PF00200,Disintegrin,Domain
13324,ADAM21,Q9UKJ8,722,492,605,PF08516,ADAM_CR,Family
